,tweet_text,emotion_in_tweet_is_directed_at,Sentiment,brand,processed_text,predicted_sentiment
3340,@mention How can any self-respecting Apple fanboy attend THE interactive event of the year without an #iPad2? #SXSWi #SXSW,iPad,1.0,Apple,selfrespect appl fanboy attend interact event year without ipad  sxswi sxsw,Positive
3341,I wonder how many #iPad2's #Apple will sell at #SXSW. {link},N/A,2.0,N/A,wonder mani ipad appl sell sxsw   link ,Neutral
3342,I wonder how many iPad 2's will be purchased in Austin this Friday?! #SXSW,N/A,2.0,N/A,wonder mani ipad   purchas austin friday   sxsw,Neutral
3343,I wonder how many people attending #SXSW will be at the Austin Apple store on FRI at 5 for the new iPad 2?,N/A,2.0,N/A,wonder mani peopl attend sxsw austin appl store fri  new ipad  ,Neutral
3344,Learning how to get personalized recommendations using Google Hotpot {link} #sxsw,Other Google product or service,1.0,Google,learn get person recommend use googl hotpot  link  sxsw,Positive
3345,@mention How was Fri dinner and are you enjoying #sxsw? Twitter is abuzz with possible news re: Google Circles launch that may happen there,N/A,1.0,N/A,fri dinner enjoy sxsw  twitter abuzz possibl news  googl circl launch may happen,Unknown
3346,Walking through the trade show at #sxsw is basically swapping 10 business cards for chances to win 10 different iPad 2s.,N/A,2.0,N/A,walk trade show sxsw basic swap  busi card chanc win  differ ipad ,Neutral
3347,The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!),iPad or iPhone App,1.0,Apple,new whrrl app live iphon app store android marketplac  get hot   time sxsw  ,Positive
3348,The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!) via @mention,iPad or iPhone App,1.0,Apple,new whrrl app live iphon app store android marketplac  get hot   time sxsw   via,Positive
3349,Just bought a #mophie juice pack for my iPhone! Solely because the cool kids were doing it. @mention @mention #sxsw,Other Apple product or service,1.0,Apple,bought mophi juic pack iphon  sole cool kid  sxsw,Positive
3350,Just bought a mophie juice pack air rechargeable battery case for my iPhone - this would have come in handy this week #sxsw,N/A,2.0,N/A,bought mophi juic pack air recharg batteri case iphon  would come handi week sxsw,Neutral
3351,Just bought an #iPad2 at the downtown Austin Apple store. 5 min wait in line to get in. Salesperson Darryl was excellent. #sxsw,Apple,1.0,Apple,bought ipad downtown austin appl store   min wait line get  salesperson darryl excel  sxsw,Positive
3352,So I bought an iPad on impulse! Must be something in the water at #sxsw!,iPad,1.0,Apple,bought ipad impuls  must someth water sxsw ,Positive
3353,"Just bought iPad 2. In and out in 15 minutes #SXSW (@mention Apple Store, SXSW w/ 23 others) {link}",iPad,1.0,Apple,bought ipad    minut sxsw  appl store  sxsw w   other   link ,Neutral
3354,"Crap, might need to bring the AMEX now. RT @mention Apple to Open Pop-Up Shop at SXSW [REPORT] - {link} #sxsw",N/A,2.0,N/A,crap  might need bring amex  rt appl open popup shop sxsw  report    link  sxsw,Neutral
3355,apple might not be joining the nfc bandwagon:{link} RT @mention slides for my NFC/RFID talk at #sxsw {link},N/A,2.0,N/A,appl might join nfc bandwagon  link  rt slide nfc  rfid talk sxsw  link ,Neutral
3356,Great night of Interactive parties. And Congress Ave is amazing with the Apple store! #sxsw #apple,Apple,1.0,Apple,great night interact parti  congress ave amaz appl store  sxsw appl,Positive
3357,Just bought one of the last few iPads at the Apple Store in downtown Austin at #SXSW. They sold out before I was done purchasing.,iPad,1.0,Apple,bought one last ipad appl store downtown austin sxsw  sold done purchas ,Positive
3358,Just bought the last iPad 2 3G 64MB at the Apple pop-up store at #SxSW {link},iPad,1.0,Apple,bought last ipad  g mb appl popup store sxsw  link ,Positive
3359,Any thoughts on the Path iphone photo app? #sxsw #iphoneography #mobilephotography,N/A,2.0,N/A,thought path iphon photo app  sxsw iphoneographi mobilephotographi,Neutral
3360,Passed a huge queue for iPad design for boomers on the way to what mobile apps can learn from comic books (also full). #SXSW,N/A,1.0,N/A,pass huge queue ipad design boomer way mobil app learn comic book  also full   sxsw,Unknown
3361,This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,Google,1.0,Google,social technolog amaz  googl set person finder english japanes   link  sxsw,Positive
3362,"Diller: Why would you do product only for the iPad or any one form factor in today's multichannel, multi platform world? #SXSW #KetchSX",N/A,2.0,N/A,diller  would product ipad one form factor today multichannel  multi platform world  sxsw ketchsx,Neutral
3363,"@mention I agree  Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,1.0,Apple,agre appl stole littl part show   excit new biz concept sxsw,Positive
3364,@mention I attended #beevil to hear criticism of Google or ways for us to improve. Even at #sxsw I'm on duty. Sounds like yr panel rocked,N/A,2.0,N/A,attend beevil hear critic googl way us improv  even sxsw im duti  sound like yr panel rock,Neutral
3365,@mention I can't see you in this picture... RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},N/A,2.0,N/A,cant see pictur  rt  line appl popup store austin  open  pm  sxsw  link ,Neutral
3366,@mention I did not know Lightbox was an android app until #SXSW #hhrs,N/A,2.0,N/A,know lightbox android app sxsw hhr,Neutral
3367,@mention I didn't even know WTF #sxsw was till I google! Lol,N/A,2.0,N/A,didnt even know wtf sxsw till googl  lol,Neutral
3368,@mention I fully expect to be &quot;iPad shamed&quot; by all the 2's at #SXSW,iPad,1.0,Apple,fulli expect  ipad shame    sxsw,Positive
3369,Tomorrow I go back to the Apple store... *sigh* #sxsw,Apple,0.0,Apple,tomorrow go back appl store   sigh  sxsw,Unknown
3370,@mention I got that about impression #sxsw too. I plan to stand in a line for an iPad 2 on March 25th though :),iPad,1.0,Apple,got impress sxsw  plan stand line ipad  march th though ,Positive
3371,"@mention I hate typing on an iPad. So, yeah, THE Ken Calhoun is this man, the real deal! And I am bringing my laptop to #sxsw Sun.",iPad,0.0,Apple,hate type ipad   yeah  ken calhoun man  real deal  bring laptop sxsw sun ,Negative
3372,@mention I have a feeling there will be many shiny new iPad 2s at #sxsw!,iPad,1.0,Apple,feel mani shini new ipad sxsw ,Positive
3373,@mention i heard the downtown location sold $1m in merchandise last night #sxsw #apple #ipad2,N/A,2.0,N/A,heard downtown locat sold  merchandis last night sxsw appl ipad,Neutral
3374,@mention I heard you got the first IPad 2 at @mention #10.5hrs? #Austin #sxsw {link},N/A,1.0,N/A,heard got first ipad    hr  austin sxsw  link ,Neutral
3375,@mention I hope this year's festival isn't as crashy as this year's iPhone app. #sxsw,iPad or iPhone App,0.0,Apple,hope year festiv isnt crashi year iphon app  sxsw,Negative
3376,"@mention I just mean the percentage of iOS vs Android vs Blackberry, etc. #SXSW / @mention",N/A,2.0,N/A,mean percentag io vs android vs blackberri  etc  sxsw ,Neutral
3377,"@mention i know this is a premature tweet, but i'd love to see pics of the apple pop up store at #sxsw :)",Apple,1.0,Apple,know prematur tweet  id love see pic appl pop store sxsw ,Positive
3378,Mistakes I Made Building Netflix for the iPhone #netflixiphone @mention #sxsw,N/A,2.0,N/A,mistak made build netflix iphon netflixiphon sxsw,Unknown
3379,Mistakes I Made Building Netflix for the iPhone at SXSW. #SXSW #netflixiphone,N/A,2.0,N/A,mistak made build netflix iphon sxsw  sxsw netflixiphon,Unknown
3380,Mistakes I made building Netflix for the iPhone. #sxsw @mention The Hilton {link},N/A,2.0,N/A,mistak made build netflix iphon  sxsw hilton  link ,Neutral
3381,"@mention I meant iTunes doesn't work for me (IE: Don't run Apple software, even if it would run on my Ubuntu desktop).  Not just #SXSW dl",Other Apple product or service,0.0,Apple,meant itun doesnt work  ie  dont run appl softwar  even would run ubuntu desktop   sxsw dl,Unknown
3382,@mention I outdid myself this time with the tech #FAIL. iPhone=broken. Might be the worst thing that can ever happen at #sxsw,iPhone,0.0,Apple,outdid time tech fail  iphon  broken  might worst thing ever happen sxsw,Negative
3383,I38: Can I Play With Madness {link} [codes valid: 4:00-7:59:59p 03/14/11] #infektd #sxsw #zomb,N/A,2.0,N/A, play mad  link   code valid     p     infektd sxsw zomb,Neutral
3384,Crowley: i really want a new iPad. Just haven't had time to get over there. #checkins #SXSW #KetchSX,iPad,1.0,Apple,crowley  realli want new ipad  havent time get  checkin sxsw ketchsx,Positive
3385,@mention I saw that yesterday! Hoping that it won't b too crowded ;) #apple #ipad2 #sxsw,N/A,2.0,N/A,saw yesterday  hope wont b crowd  appl ipad sxsw,Neutral
3386,@mention I think I got it because I bought something at apple - and it assumes that I'm at the apple popup store at #sxsw,N/A,2.0,N/A,think got bought someth appl  assum im appl popup store sxsw,Neutral
3387,@mention i think i might quit and resume tonight. ipad/iphone tethering couldn't have happened at a better time. #sxsw,iPhone,1.0,Apple,think might quit resum tonight  ipad  iphon tether couldnt happen better time  sxsw,Positive
3388,"@mention I think it's also that if I can't find an iPhone charger at #sxsw, I'm doing something very, very wrong.",N/A,2.0,N/A,think also cant find iphon charger sxsw  im someth  wrong ,Neutral
3389,@mention I thought that was the point of having an iPad - carrying it around at #sxsw,N/A,2.0,N/A,thought point ipad  carri around sxsw,Positive
3390,"@mention I try to stay awake! :D I'm trying to get Ustream working on iPhone, see your badge/picture now is dat right? #kickoffparty  #sxsw",N/A,2.0,N/A,tri stay awak  im tri get ustream work iphon  see badg  pictur dat right  kickoffparti sxsw,Neutral
3391,@mention I used to think that and then they started making great apps. Official #SXSW app on iPad blows the other versions (and site) away.,iPad or iPhone App,1.0,Apple,use think start make great app  offici sxsw app ipad blow version  site  away ,Positive
3392,@mention I want that iPad case! #sxswbuffalo #sxsw,iPad,1.0,Apple,want ipad case  sxswbuffalo sxsw,Neutral
3393,@mention I was there ~5:30 and the line was around the block. Decided to forgo iPad 2 goodness for food. #sxsw #apple,iPad,1.0,Apple,  line around block  decid forgo ipad  good food  sxsw appl,Positive
3394,@mention I wish we had our LiveBlog iPhone app &amp; #wordpress plugin ready for #SXSW. Not quite.,iPad or iPhone App,1.0,Apple,wish liveblog iphon app  wordpress plugin readi sxsw  quit ,Positive
3395,@mention I would have been a #SXSW ambassador since I'm going to be everywhere but you only have iphone &amp; Android listed for mobile. :(,N/A,2.0,N/A,would sxsw ambassador sinc im go everywher iphon  android list mobil  ,Neutral
3396,@mention I would love to chk out #ie9 at #sxsw but @mention has no handsets and the 1 thats upcoming will not seduce me away from @mention,N/A,2.0,N/A,would love chk ie sxsw handset  that upcom seduc away,Positive
3397,"Being anti-social IRL, typing this on my iPad, in the Social TV session. Filling up fast. But I am being social, right? #sxsw #ironic",N/A,2.0,N/A,antisoci irl  type ipad  social tv session  fill fast  social  right  sxsw iron,Neutral
3398,@mention I'd have broken my thumbs or iPhone if I had tried to OH many more of @mention at #sxsw than I did,N/A,2.0,N/A,id broken thumb iphon tri oh mani sxsw,Neutral
3399,@mention I'd say yes. Facebook and Google are implementing it which brightens the future. Good impact I'm search too. #sxsw,Google,1.0,Google,id say ye  facebook googl implement brighten futur  good impact im search  sxsw,Positive
3400,"@mention I'm experimenting doing #SXSW with just a paper notebook, iPad and iPhone. No &quot;traditional&quot; laptop.",iPhone,2.0,Apple,im experi sxsw paper notebook  ipad iphon   tradit  laptop ,Neutral
3401,@mention I'm glad I don't have an iPad 2 ... I think. #sxsw,iPad,0.0,Apple,im glad dont ipad   think  sxsw,Unknown
3402,@mention I'm going to #SXSW let's meet up! I can't use @mention yet because I have an Android phone but show me how it works!,N/A,0.0,N/A,im go sxsw let meet  cant use yet android phone show work ,Neutral
3403,I'm know I'm going to Austin tomorrow but my iPhone is definitely trying to convince me I'm going to Autism. #sxsw,N/A,2.0,N/A,im know im go austin tomorrow iphon definit tri convinc im go autism  sxsw,Neutral
3404,@mention I'm guessing there will not be an #Android app in time for #SXSW?,Android App,0.0,Android,im guess android app time sxsw ,Positive
3405,@mention I'm in the #touchingstories #iPad and/or #tablet #SXSW  workshop. Would LOVE to chat afteward!,N/A,2.0,N/A,im touchingstori ipad  tablet sxsw workshop  would love chat afteward ,Neutral
3406,"@mention I'm not going to #sxsw this year, not geeky enough. Instead @mention &amp; I are challenging each other in Boggle on the iPad",iPad or iPhone App,2.0,Apple,im go sxsw year  geeki enough  instead  challeng boggl ipad,Neutral
3407,@mention I'm on the list for the Google LEH event but I'm not going to be at #SXSW. I'd be more upset if I didn't already have a Cr48.,N/A,2.0,N/A,im list googl leh event im go sxsw  id upset didnt alreadi cr ,Neutral
3408,@mention I'm ready for both:) Not sure the interoperability problem between iPhone &amp; Android has been solved:) #SXSW,N/A,2.0,N/A,im readi  sure interoper problem iphon  android solv  sxsw,Neutral
3409,Dang it. I've touched an iPad 2. I WANT!  *sigh* #SXSW,iPad,1.0,Apple,dang  ive touch ipad   want   sigh  sxsw,Unknown
3410,"#iPad menia at #SXSW . Check the live feed of photos at  Apple Store, SXSW. {link} #PLAYSXSW",N/A,2.0,N/A,ipad menia sxsw  check live feed photo appl store  sxsw   link  playsxsw,Positive
3411,A new social network? &gt; RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google,N/A,2.0,N/A,new social network   rt interrupt regularli schedul sxsw geek program big news  link  googl,Neutral
3412,Josh Williams @mention said Farmville success was a wakeup call about games. &quot;What can we build now?&quot; iPhone was were things were going. #sxsw,iPhone,1.0,Apple,josh william said farmvil success wakeup call game   build   iphon thing go  sxsw,Neutral
3413,"Totalitarian thought in action: People worldwide come to Austin, TX for #SXSW and decide to spend their time in line at an Apple Store.",Apple,0.0,Apple,totalitarian thought action  peopl worldwid come austin  tx sxsw decid spend time line appl store ,Neutral
3414,HIPSTAMATIC free SXSW Pack March 11-20. #sxsw #austin #iPhone #photo {link},N/A,2.0,N/A,hipstamat free sxsw pack march   sxsw austin iphon photo  link ,Neutral
3415,Free #music sampler from #SXSW - {link} #iTunes,N/A,2.0,N/A,free music sampler sxsw   link  itun,Neutral
3416,[FREE MUSIC]  Compilation - SXSW: Featured Artists  -  {link}   #iTunes  #AmplifiedLife #SXSW,N/A,2.0,N/A, free music  compil  sxsw  featur artist   link  itun amplifiedlif sxsw,Neutral
3417,1 Lady Alice Apple + Siggi's Skyr = epic #sxsw snack,N/A,2.0,N/A, ladi alic appl  siggi skyr  epic sxsw snack,Neutral
3418,the unofficial SXSW App Showcase: {link}  #mobile #iphone #SXSW,N/A,2.0,N/A,unoffici sxsw app showcas   link  mobil iphon sxsw,Neutral
3419,great article on possible future social media #boston #apple #sxsw @mention The next Twitter? {link},N/A,2.0,N/A,great articl possibl futur social media boston appl sxsw next twitter   link ,Neutral
3420,It is ridiculous to see someone taking a photo during a session with their iPad. Cannot wait to see concert use. #SXSW #Silly,iPad,0.0,Apple,ridicul see someon take photo session ipad  cannot wait see concert use  sxsw silli,Negative
3421,Any Android developers going to #sxsw?  @mention me,N/A,2.0,N/A,android develop go sxsw ,Neutral
3422,"Wooooo! Did I mention that we just released Discovr for IPHONE :)  It's out now, just in time for #sxsw. New features! {link}",iPad or iPhone App,1.0,Apple,wooooo  mention releas discovr iphon   time sxsw  new featur   link ,Positive
3423,@mention id love to know how many non-iPhone users are at #SXSW really... i mean cmon :),N/A,2.0,N/A,id love know mani noniphon user sxsw realli  mean cmon ,Unknown
3424,"Like I said, peeps taking pictures with iPad 2 looking ridculous! Still want one. #SXSW  {link}",iPad,1.0,Apple,like said  peep take pictur ipad  look ridcul  still want one  sxsw  link ,Positive
3425,Line outside the Apple store in Austin waiting for the new iPad #SXSW  {link},N/A,2.0,N/A,line outsid appl store austin wait new ipad sxsw  link ,Positive
3426,"Ceder Rapids Andy, ping me, I want to interview you in the livestream #suasxsw #sxsw, Am in front row w iphone, flip and Mac in my hand :)",N/A,2.0,N/A,ceder rapid andi  ping  want interview livestream suasxsw sxsw  front row w iphon  flip mac hand ,Neutral
3427,I won't lie - I've had a chance to watch people actually using the iPad at #sxsw and it makes me want one. :-/,iPad,1.0,Apple,wont lie  ive chanc watch peopl actual use ipad sxsw make want one  ,Neutral
3428,"#SXSW Movie stars and moody directors are all well and fine, but the guy who's really attracting a crowd is the one showing off his iPad 2.",iPad,1.0,Apple,sxsw movi star moodi director well fine  guy who realli attract crowd one show ipad  ,Positive
3429,"Japan relief help from #SXSW on Twitter: @mention Also, check out the Google Maps evacuation map: {link}",N/A,2.0,N/A,japan relief help sxsw twitter  also  check googl map evacu map   link ,Neutral
3430,Just a friendly reminder for #SXSW attendees: If you talk or text during a film I will slap you in the mouth &amp; steal your iPad. That is all.,N/A,2.0,N/A,friendli remind sxsw attende  talk text film slap mouth  steal ipad  ,Neutral
3431,"Google tries to give doodles a whimsical, fun spirit. #sxsw #GoogleDoodles",Google,1.0,Google,googl tri give doodl whimsic  fun spirit  sxsw googledoodl,Positive
3432,"Can't believe I got in AND got a seat! &quot;Google &amp; Bing On Website Ranking at SXSW.&quot; #SXSW #qagb (@mention Hilton, Salon J) {link}",N/A,2.0,N/A,cant believ got got seat   googl  bing websit rank sxsw   sxsw qagb  hilton  salon j   link ,Neutral
3433,"Panel believes daily deals will ultimately go self-serve, w/caveats. Kelt likened to Google Adwords. Interesting. #dailydeals #sxsw #fh",N/A,2.0,N/A,panel believ daili deal ultim go selfserv  w  caveat  kelt liken googl adword  interest  dailyd sxsw fh,Neutral
3434,An interview with the artists behind #OgilvyNotes: The #Ogilvy #Sydney #SXSW #podcast Ep4 #AUSXSW {link},N/A,2.0,N/A,interview artist behind ogilvynot  ogilvi sydney sxsw podcast ep ausxsw  link ,Neutral
3435,"On Interviewing, show your portfolio &amp; examples of your work on an iPad &amp; walk them through the pieces. borrow if you must @mention #SXSW",N/A,2.0,N/A,interview  show portfolio  exampl work ipad  walk piec  borrow must sxsw,Neutral
3436,over 1k views! RT @mention What does an Apple security guy after he locks up the store..... #sxsw - {link},N/A,2.0,N/A,k view  rt appl secur guy lock store  sxsw   link ,Neutral
3437,I wonder if @mention released {link} on a Friday and when #sxsw started in order to fly under the radar,N/A,2.0,N/A,wonder releas  link  friday sxsw start order fli radar,Neutral
3438,"I wonder if Apple intentionally scheduled the #iPad2 release to coincide with #SXSW. Steve Jobs, you crafty genius, you_",Apple,1.0,Apple,wonder appl intent schedul ipad releas coincid sxsw  steve job  crafti geniu  ,Positive
3439,I wonder if Apple is setting up a makeshift shop at #SXSW to sell iPad2's tomorrow!?,N/A,2.0,N/A,wonder appl set makeshift shop sxsw sell ipad   tomorrow  ,Neutral
3440,Lets see if google gets sm right this time RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,N/A,2.0,N/A,let see googl get sm right time rt googl launch major new social network call circl  link  sxsw,Neutral
3441,"@mention If I don't plan now, I'll just end up somewhere random :) You coming to the Google session 3:30? #sxsw",N/A,2.0,N/A,dont plan  ill end somewher random  come googl session   sxsw,Unknown
3442,"@mention If I were you, I'd stay away from the Apple Store tomorrow #sxsw",Apple,0.0,Apple, id stay away appl store tomorrow sxsw,Unknown
3443,I wonder if I'll get kicked out of #sxsw for not having an iPhone. Or iPod. Or iPad. Or iAnything.,N/A,2.0,N/A,wonder ill get kick sxsw iphon  ipod  ipad  ianyth ,Neutral
3444,@mention if it makes you feel better google-wannabe fanbois were acting like giggling schoolgirls in front of Marissa Mayer y'day #SXSW,N/A,0.0,N/A,make feel better googlewannab fanboi act like giggl schoolgirl front marissa mayer yday sxsw,Unknown
3445,"@mention If someones using @mention right now at an Apple store , it better be the #SXSW pop up.",N/A,2.0,N/A,someon use right appl store  better sxsw pop ,Positive
3446,I wonder if the front camera to back camera use ratio will be very different btwn the iPad and iPhone #SXSW,N/A,2.0,N/A,wonder front camera back camera use ratio differ btwn ipad iphon sxsw,Neutral
3447,I wonder if there's anyone here who's snagged an iPad 2... Supposedly there's an Apple store somewhere on campus. #SXSW,iPad,1.0,Apple,wonder there anyon who snag ipad   supposedli there appl store somewher campu  sxsw,Positive
3448,"Related: if u have Verizon, u will do better. #SXSW bandwidth issue. My BlackBerry always tweeted when my iPhone dawdled. #wjchat",iPhone,0.0,Apple,relat  u verizon  u better  sxsw bandwidth issu  blackberri alway tweet iphon dawdl  wjchat,Negative
3449,Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link},N/A,2.0,N/A,find stupid stupid game ipad current special sxsw sale   link ,Neutral
3450,"@mention if you can't find an iPhone charger at #sxsw something has gone VERY, VERY wrong...",N/A,2.0,N/A,cant find iphon charger sxsw someth gone  wrong ,Neutral
3451,@mention If you didn't know about this: Google Developer Day at SXSW {link} #austin #sxsw @mention,N/A,2.0,N/A,didnt know  googl develop day sxsw  link  austin sxsw,Neutral
3452,&quot;So if you Google &quot;refrigerator magnet game...&quot; // *everyone at the #SXSW keynote stops listening and does it*,N/A,2.0,N/A, googl  refriger magnet game      everyon sxsw keynot stop listen ,Positive
3453,"@mention If you have an Android or iPhone, @mention  hooks you up with a list of all #sxsw events that you can push to your calendar!",N/A,2.0,N/A,android iphon  hook list sxsw event push calendar ,Neutral
3454,@mention if you have an iPhone get the #SXSW Go app.,iPad or iPhone App,2.0,Apple,iphon get sxsw go app ,Positive
3455,@mention if you have WiFi + Android Geeks nearby #SXSW please try sharing with FrostWire {link} (just issued update),N/A,2.0,N/A,wifi  android geek nearbi sxsw pleas tri share frostwir  link   issu updat ,Neutral
3456,"@mention If you pull my name in the @mention contest and I win an iPad, iPad2, cash, suckling pig or dandy T-shirt, hold it 4 me! #sxsw",iPad,1.0,Apple,pull name contest win ipad  ipad   cash  suckl pig dandi tshirt  hold   sxsw,Positive
3457,"@mention If you're looking for a space to #escape at #sxsw, why don't you stop by Arthaus! {link}",N/A,2.0,N/A,your look space escap sxsw  dont stop arthau   link ,Neutral
3458,"@mention If you're looking for a space to network and mingle at #sxsw, why don't you stop by Arthaus! Check it out: {link}",N/A,2.0,N/A,your look space network mingl sxsw  dont stop arthau  check   link ,Neutral
3459,"@mention If you're looking for a space to set up meetings at #sxsw, why don't you stop by Arthaus! Check it out: {link}",N/A,2.0,N/A,your look space set meet sxsw  dont stop arthau  check   link ,Neutral
3460,"@mention If you're near Zen on Guadalupe 3/19 1pm or at Trailer Space that night, I'm playing #iPhone (Maurice, friend of @mention #SXSW",N/A,2.0,N/A,your near zen guadalup  pm trailer space night  im play iphon  mauric  friend sxsw,Neutral
3461,"Still a big line outside of Apple's pop-up shop, 3 days after iPad's debut. #sxsw",N/A,2.0,N/A,still big line outsid appl popup shop   day ipad debut  sxsw,Positive
3462,See? So big my links smooshed. Here's Google Realtime for #SXSW {link},N/A,2.0,N/A,see  big link smoosh  here googl realtim sxsw  link ,Neutral
3463,And the biggest line at #sxsw?  To buy an iPad 2.  Every other compan has an open bar.,iPad,1.0,Apple,biggest line sxsw  buy ipad   everi compan open bar ,Positive
3464,Opening Night at the #SXSW iPad 2 Pop-up Store {link},N/A,2.0,N/A,open night sxsw ipad  popup store  link ,Neutral
3465,"Taking Flight Away from Big Apple's NYC Nest: Barely hatched, startups take flight at SXSW  {link} #SXSW #Startups",N/A,2.0,N/A,take flight away big appl nyc nest  bare hatch  startup take flight sxsw  link  sxsw startup,Neutral
3466,U gotta fight for yr right to party &amp; to privacy ACLU/google #sxsw #partylikeits1986,N/A,2.0,N/A,u gotta fight yr right parti  privaci aclu  googl sxsw partylikeit,Neutral
3467,Pinoy insights at the SXSW Conf- the conf mobile and IPad app is great you can use this to even plan your day with friends #SXSW,iPad or iPhone App,1.0,Apple,pinoy insight sxsw conf  conf mobil ipad app great use even plan day friend sxsw,Positive
3468,&quot;designing digital magazines for the #iPad&quot; keynote at #sxsw - about to start,N/A,2.0,N/A, design digit magazin ipad  keynot sxsw  start,Neutral
3469,"iPhone amigos.  If you don't have the @mention app, change that now. #broadcastr #bestappever #sxsw",iPad or iPhone App,1.0,Apple,iphon amigo  dont app  chang  broadcastr bestappev sxsw,Positive
3470,Farmers like Blackberry smart phones because iPhone's &quot;don't last long on the farm&quot;. #mobilefarm #sxsw,iPhone,0.0,Apple,farmer like blackberri smart phone iphon  dont last long farm   mobilefarm sxsw,Unknown
3471,"View Is Like Foursquare Tips, But Visual And In Realtime #SXSW: The iPhone app will be available for people in S... {link}",N/A,2.0,N/A,view like foursquar tip  visual realtim sxsw  iphon app avail peopl   link ,Positive
3472,is that like googling google? RT @mention *giggle* someone checked into me today on Gowalla  #SXSW #SXSWi,N/A,2.0,N/A,like googl googl  rt  giggl  someon check today gowalla sxsw sxswi,Neutral
3473,Tablets like the iPad and Xoom where touch emulates a mouse-click/keyboard input means we're not there yet. #sxsw #gswsxsw #futureoftouch,iPad,0.0,Apple,tablet like ipad xoom touch emul mouseclick  keyboard input mean yet  sxsw gswsxsw futureoftouch,Neutral
3474,Techie Fail RT @mention One #SXSW panel moderator who is from Europe says he spent $3000 in roaming charges on his iPhone at SXSW 2010.,iPhone,0.0,Apple,techi fail rt one sxsw panel moder europ say spent   roam charg iphon sxsw  ,Negative
3475,Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw,Google,1.0,Google,googl build real time engin monitor illeg deforest real time techgood sxsw,Positive
3476,Donate while at #sxsw - Apple Allowing Donations via iTunes for Japanese Earthquake Victims {link},N/A,2.0,N/A,donat sxsw  appl allow donat via itun japanes earthquak victim  link ,Neutral
3477,"AOLs Mobile-First Group Steps To The Stage With Play, An Instagram For Music {link} #Android #AOL #iPhone #SolLipman #SXSW",N/A,2.0,N/A,aol mobilefirst group step stage play  instagram music  link  android aol iphon sollipman sxsw,Neutral
3478,Photo: Still a lineup around the block at the #sxsw apple store. {link},N/A,2.0,N/A,photo  still lineup around block sxsw appl store   link ,Neutral
3479,Circles will be circus RT @mention Google Circles will be ______    #sxsw,N/A,2.0,N/A,circl circu rt googl circl  sxsw,Neutral
3480,Content will move back to the browser. Why replicate the work on an iPad when u can press one button? @mention @mention #sxsw,iPad,0.0,Apple,content move back browser  replic work ipad u press one button  sxsw,Negative
3481,"My 1st #Billboard article: Apple, Spotify, Pandora: Tech Invades Austin @mention SXSWi 2011 {link} #SxSW",N/A,2.0,N/A,st billboard articl  appl  spotifi  pandora  tech invad austin sxswi   link  sxsw,Neutral
3482,Marissa Miller of Google makes shout out to the  Khan Academy and the great things they're doing for education. #fmsignal #sxsw (cc @mention,Google,1.0,Google,marissa miller googl make shout khan academi great thing theyr educ  fmsignal sxsw  cc,Positive
3483,Just in time @mention wrote an @mention article about us dubbing Filmaster &quot;foursquare for cinemaphiles&quot; {link}  #SXSW,N/A,2.0,N/A,time wrote articl us dub filmast  foursquar cinemaphil   link  sxsw,Neutral
3484,"Just in time for #SXSW in #ATX, #Apple to open a pop-up store, @mention debuts cool #Amex partnership.  #SXSW doesn't even start till Fri",Apple,1.0,Apple,time sxsw atx  appl open popup store  debut cool amex partnership  sxsw doesnt even start till fri,Positive
3485,"Just in time for #SXSW, @mention has it's own NFC enabled google places door sticker!  {link}",N/A,2.0,N/A,time sxsw  nfc enabl googl place door sticker   link ,Neutral
3486,"Juts in time for #SXSW =&gt; Group-Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App {link}",Android App,1.0,Android,jut time sxsw   grouptext war heat  fast societi launch new android app  updat iphon app  link ,Positive
3487,"Just In Time For SXSW, Foursquare Ups The Game And Adds Recommendations {link} #FriendsOffer #iPhone #SXSW #TheGame",N/A,2.0,N/A,time sxsw  foursquar up game add recommend  link  friendsoff iphon sxsw thegam,Neutral
3488,Just in time: @mention launch Unofficial #SXSW Insider's Guide for iPhone. Nice. {link} #bynd,iPhone,1.0,Apple,time  launch unoffici sxsw insid guid iphon  nice   link  bynd,Positive
3489,Want to win a ticket (1) to the #SXSW party? Rules are simple! {link} | Android Unite - Android News To The Masses #Android,N/A,2.0,N/A,want win ticket    sxsw parti  rule simpl   link   android unit  android news mass android,Neutral
3490,Help me win an iPad 2 - click like on the following picture from the @mention party @mention {link} - thanks #sxsw,N/A,2.0,N/A,help win ipad   click like follow pictur parti  link   thank sxsw,Neutral
